,PlayerName,IdPlayer,IdTeam,ShirtNumber,Status,SpecialStatus,Captain,PositionType,Date,Group,Stage,TeamID,TeamName,TeamAbbr,IdMatch,GameNum,MatchTime,Assists,AttemptAtGoal,AttemptAtGoalAgainst,AttemptAtGoalAgainstOnTarget,AttemptAtGoalBlocked,AttemptAtGoalFromBallProgression,AttemptAtGoalFromCorner,AttemptAtGoalFromCross,AttemptAtGoalFromFreeKicks,AttemptAtGoalFromOther,AttemptAtGoalFromPass,AttemptAtGoalFromPenalty,AttemptAtGoalFromRebound,AttemptAtGoalInsideThePenaltyArea,AttemptAtGoalInsideThePenaltyAreaOnTarget,AttemptAtGoalOffTarget,AttemptAtGoalOnTarget,AttemptAtGoalOutsideThePenaltyArea,AttemptAtGoalOutsideThePenaltyAreaOnTarget,AttemptedBallProgressions,AttemptedSwitchesOfPlay,AvgSpeed,CleanSheets,CompletedBallProgressions,CompletedSwitchesOfPlay,Corners,Crosses,CrossesCompleted,DefensivePressuresApplied,DirectDefensivePressuresApplied,DirectFreeKicks,DirectRedCards,DistanceHighSpeedRunning,DistanceHighSpeedSprinting,DistanceJogging,DistanceLowSpeedSprinting,DistanceWalking,DistributionsCompletedUnderPressure,DistributionsUnderPressure,ForcedTurnovers,FoulsAgainst,FoulsFor,FreeKicks,GoalkeeperDefensiveActionsInsidePenaltyArea,GoalkeeperDefensiveActionsOutsidePenaltyArea,GoalkeeperSavePercentage,GoalkeeperSaves,GoalkeeperSavesOnTarget,GoalKicks,Goals,GoalsConceded,GoalsConcededFromAttemptAtGoalAgainst,GoalsFromDirectFreeKicks,GoalsInsideThePenaltyArea,GoalsOutsideThePenaltyArea,HeadedAttemptAtGoal,IndirectFreeKicks,IndirectRedCards,LinebreaksAttempted,LinebreaksAttemptedAllLines,LinebreaksAttemptedAttackingAndMidfieldLine,LinebreaksAttemptedAttackingLine,LinebreaksAttemptedAttackingLineCompleted,LinebreaksAttemptedAttackingLineCompletedOnly,LinebreaksAttemptedAttackingLineOnly,LinebreaksAttemptedCompleted,LinebreaksAttemptedDefensiveLine,LinebreaksAttemptedDefensiveLineCompleted,LinebreaksAttemptedDefensiveLineCompletedOnly,LinebreaksAttemptedDefensiveLineOnly,LinebreaksAttemptedMidfieldAndDefensiveLine,LinebreaksAttemptedMidfieldLine,LinebreaksAttemptedMidfieldLineCompleted,LinebreaksAttemptedMidfieldLineCompletedOnly,LinebreaksAttemptedMidfieldLineOnly,LinebreaksAttemptedUnderPressure,LinebreaksCompletedAllLines,LinebreaksCompletedAttackingAndMidfieldLine,LinebreaksCompletedMidfieldAndDefensiveLine,LinebreaksCompletedUnderPressure,MatchesPlayed,NumberOfInvolvements,NumberOfPossessionSequences,NumberOfShotEndingSequences,OffersToReceiveInBehind,OffersToReceiveInBetween,OffersToReceiveInFront,OffersToReceiveInside,OffersToReceiveOutside,OffersToReceiveTotal,Offsides,OwnGoals,Passes,PassesCompleted,Penalties,PenaltiesScored,ReceivedOffersToReceive,ReceptionsBetweenMidfieldAndDefensiveLine,ReceptionsInBehind,ReceptionsUnderDirectPressure,ReceptionsUnderIndirectPressure,ReceptionsUnderNoPressure,ReceptionsUnderPressure,RedCards,SpeedRuns,Sprints,SubstitutionsIn,SubstitutionsOut,TakeOnsCompleted,Threat,ThrowIns,TimePlayed,TopSpeed,TotalDistance,XG,YellowCards
1026,ANAS BADAWI,511889,43820,26,2,,False,1,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,AMER JAMOUS,491167,43820,6,2,,False,2,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,RAJAEI AYED,384850,43820,14,2,,False,2,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,IBRAHIM SADEH,431209,43820,15,2,,False,2,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,MOHAMMAD ABUGHOUSH,520068,43820,18,2,,False,2,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,MOHAMMAD ALDAOUD,45191,43820,25,2,,False,2,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4334611892700195,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,356.8999938964844,8.539999961853027,674.8600463867188,100.5999984741211,479.3399963378906,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,3.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,28.0,7.0,1.0,0.0,1.0,0.15289966762065887,1.0,15.693666666666658,25.88689613342285,1620.239990234375,0.0,0.0
1032,MOHAMMAD ABUZRAIQ,431208,43820,7,2,,False,3,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,MAHMOUD ALMARDI,396950,43820,13,2,,False,3,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.435232162475586,,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,542.6100463867188,30.869998931884766,1169.27001953125,107.47000122070312,782.3699951171875,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,24.0,11.0,0.0,6.0,6.0,1.0,7.0,6.0,13.0,0.0,0.0,10.0,7.0,0.0,0.0,4.0,3.0,0.0,2.0,6.0,4.0,8.0,0.0,45.0,8.0,1.0,0.0,0.0,0.6265931129455566,0.0,21.826216666666667,27.539602279663086,2632.58984375,0.0,0.0
1034,ALI AZAIZEH,498514,43820,24,2,,False,3,2026-06-17T04:00:00Z,Group J,First Stage,43820,Jordan,JOR,400021498,20,103',0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.373374938964844,,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,302.2799987792969,52.150001525878906,777.8699951171875,94.69000244140625,513.6799926757812,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,8.0,1.0,0.0,0.0,1.162203311920166,0.0,14.761049999999997,30.032236099243164,1740.6700439453125,0.01421848963946104,0.0
1035,DIOGO COSTA,403001,43963,1,1,,False,0,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7482595443725586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,73.75,0.0,832.1600341796875,10.420000076293945,3698.810302734375,1.0,5.0,0.0,0.0,0.0,3.0,13.0,10.0,0.5,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,3.0,8.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,63.0,35.0,1.0,0.0,0.0,6.0,2.0,4.0,6.0,0.0,0.0,34.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0579068586230278,0.0,100.4419,22.921987533569336,4615.1396484375,0.0,0.0
1036,TOMAS ARAUJO,492358,43963,4,1,,False,1,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.081727981567383,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1319.530029296875,79.29000091552734,4140.83056640625,501.1400451660156,4172.51025390625,34.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,21.0,18.0,18.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,13.0,13.0,18.0,0.0,0.0,0.0,14.0,1.0,215.0,55.0,2.0,1.0,0.0,10.0,5.0,6.0,11.0,0.0,0.0,102.0,98.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,93.0,9.0,0.0,113.0,39.0,0.0,0.0,0.0,0.09699732065200806,0.0,100.4419,29.385364532470703,10213.2998046875,0.0,1.0
1037,RENATO VEIGA,489704,43963,13,1,,False,1,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.998068809509277,0.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,1203.5,159.91001892089844,4202.3701171875,402.41998291015625,4104.759765625,13.0,17.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4.0,1.0,13.0,11.0,8.0,8.0,24.0,4.0,2.0,0.0,0.0,0.0,13.0,11.0,8.0,8.0,8.0,2.0,1.0,0.0,5.0,1.0,188.0,51.0,2.0,0.0,0.0,14.0,2.0,12.0,14.0,0.0,0.0,89.0,86.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,82.0,9.0,0.0,113.0,31.0,0.0,0.0,0.0,0.16449390351772308,0.0,100.4419,32.3800163269043,10072.958984375,0.0,0.0
1038,JOAO CANCELO,368649,43963,20,1,,False,1,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.403792858123779,0.0,1.0,2.0,0.0,3.0,1.0,19.0,1.0,1.0,0.0,1468.0301513671875,88.0300064086914,4479.7197265625,626.0399780273438,4092.380126953125,23.0,36.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,6.0,5.0,4.0,4.0,15.0,5.0,3.0,1.0,3.0,1.0,10.0,7.0,5.0,7.0,7.0,1.0,0.0,1.0,5.0,1.0,160.0,64.0,5.0,8.0,9.0,11.0,9.0,19.0,28.0,1.0,0.0,75.0,62.0,0.0,0.0,13.0,19.0,2.0,2.0,14.0,60.0,16.0,0.0,122.0,49.0,0.0,0.0,1.0,0.527569591999054,9.0,100.4419,28.45119285583496,10754.19921875,0.0,0.0
1039,NUNO MENDES,433195,43963,25,1,,False,1,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.082125186920166,0.0,2.0,0.0,1.0,5.0,0.0,10.0,1.0,3.0,0.0,785.6599731445312,155.36000061035156,2374.169921875,298.1100158691406,2910.3701171875,28.0,33.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,7.0,4.0,2.0,3.0,12.0,2.0,1.0,0.0,0.0,0.0,12.0,7.0,5.0,8.0,4.0,1.0,1.0,0.0,1.0,1.0,155.0,54.0,2.0,13.0,16.0,8.0,11.0,26.0,37.0,1.0,0.0,72.0,67.0,0.0,0.0,15.0,17.0,4.0,2.0,11.0,61.0,13.0,0.0,62.0,31.0,0.0,1.0,1.0,0.3791164457798004,4.0,77.01901666666667,31.464176177978516,6523.669921875,0.0,0.0
1040,BRUNO FERNANDES,395206,43963,8,1,,False,2,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,6.302984237670898,0.0,0.0,2.0,3.0,6.0,1.0,41.0,5.0,0.0,0.0,1412.2099609375,159.6699981689453,4430.8203125,504.3800048828125,4077.849853515625,28.0,35.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,5.0,5.0,2.0,2.0,17.0,2.0,2.0,0.0,0.0,1.0,14.0,10.0,6.0,10.0,6.0,1.0,2.0,1.0,5.0,1.0,174.0,57.0,5.0,16.0,38.0,22.0,42.0,34.0,76.0,0.0,0.0,78.0,68.0,0.0,0.0,27.0,14.0,2.0,1.0,17.0,68.0,18.0,0.0,115.0,42.0,0.0,0.0,0.0,1.078951358795166,0.0,100.4419,31.24632453918457,10584.9296875,0.06202106922864914,0.0
1041,BERNARDO SILVA,395205,43963,10,1,,False,2,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.174210548400879,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,1069.510009765625,118.91999816894531,2691.919921875,416.67999267578125,1779.85986328125,11.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,15.0,0.0,22.0,7.0,9.0,20.0,18.0,38.0,0.0,0.0,17.0,16.0,0.0,0.0,9.0,7.0,1.0,0.0,7.0,12.0,7.0,0.0,87.0,29.0,0.0,1.0,0.0,3.1060266494750977,0.0,50.82170000000001,28.465469360351562,6076.8896484375,0.0,1.0
1042,JOAO NEVES,484141,43963,15,1,,False,2,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.132172584533691,0.0,2.0,1.0,0.0,0.0,0.0,28.0,4.0,1.0,0.0,1550.679931640625,199.6300048828125,5993.099609375,731.3300170898438,3502.350341796875,38.0,43.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21.0,2.0,1.0,5.0,4.0,2.0,2.0,18.0,4.0,3.0,1.0,1.0,1.0,12.0,11.0,8.0,8.0,8.0,1.0,1.0,1.0,5.0,1.0,196.0,57.0,5.0,24.0,15.0,30.0,46.0,23.0,69.0,0.0,0.0,92.0,87.0,0.0,0.0,23.0,11.0,1.0,4.0,13.0,76.0,17.0,0.0,144.0,54.0,0.0,0.0,2.0,0.7371289730072021,1.0,100.4419,29.157167434692383,11977.08984375,0.03907032683491707,0.0
1043,VITINHA,441149,43963,23,1,,False,2,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.929821968078613,0.0,5.0,6.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1341.320068359375,148.8699951171875,5087.98974609375,528.0599975585938,3118.320068359375,73.0,82.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,15.0,12.0,10.0,12.0,30.0,1.0,1.0,0.0,0.0,0.0,19.0,17.0,15.0,16.0,22.0,1.0,1.0,0.0,20.0,1.0,269.0,62.0,4.0,0.0,27.0,28.0,41.0,14.0,55.0,0.0,0.0,129.0,120.0,0.0,0.0,27.0,3.0,0.0,0.0,38.0,92.0,38.0,0.0,112.0,42.0,0.0,1.0,0.0,0.07474348694086075,0.0,88.51965,31.37639617919922,10224.560546875,0.0,0.0
1044,CRISTIANO RONALDO,201200,43963,7,1,,True,3,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.995635032653809,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,688.3299560546875,73.08999633789062,3025.31982421875,335.5,4267.23046875,9.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45.0,17.0,3.0,28.0,16.0,3.0,40.0,7.0,47.0,0.0,0.0,20.0,19.0,0.0,0.0,10.0,10.0,0.0,2.0,10.0,9.0,12.0,0.0,60.0,29.0,0.0,0.0,0.0,3.466250419616699,0.0,100.4419,30.705928802490234,8389.4697265625,0.4198358952999115,0.0
1045,PEDRO NETO,418548,43963,18,1,,False,3,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0028486251831055,0.0,2.0,0.0,0.0,4.0,2.0,14.0,1.0,0.0,0.0,894.570068359375,281.25,2661.569580078125,515.489990234375,3283.4599609375,23.0,29.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,3.0,1.0,1.0,2.0,6.0,5.0,3.0,3.0,6.0,1.0,0.0,1.0,6.0,1.0,100.0,33.0,2.0,27.0,15.0,5.0,11.0,36.0,47.0,0.0,0.0,43.0,39.0,0.0,0.0,15.0,27.0,4.0,2.0,6.0,42.0,8.0,0.0,88.0,47.0,0.0,1.0,0.0,1.091317057609558,0.0,76.85056666666667,34.76333236694336,7636.33984375,0.0,0.0
1046,JOSE SA,368689,43963,12,2,,False,0,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,RUI SILVA,448092,43963,22,2,,False,0,2026-06-17T17:00:00Z,Group K,First Stage,43963,Portugal,POR,400021502,23,95',0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
