,PlayerName,IdPlayer,IdTeam,ShirtNumber,Status,SpecialStatus,Captain,PositionType,Date,Group,Stage,TeamID,TeamName,TeamAbbr,IdMatch,GameNum,MatchTime,Assists,AttemptAtGoal,AttemptAtGoalAgainst,AttemptAtGoalAgainstOnTarget,AttemptAtGoalBlocked,AttemptAtGoalFromBallProgression,AttemptAtGoalFromCorner,AttemptAtGoalFromCross,AttemptAtGoalFromFreeKicks,AttemptAtGoalFromOther,AttemptAtGoalFromPass,AttemptAtGoalFromPenalty,AttemptAtGoalFromRebound,AttemptAtGoalInsideThePenaltyArea,AttemptAtGoalInsideThePenaltyAreaOnTarget,AttemptAtGoalOffTarget,AttemptAtGoalOnTarget,AttemptAtGoalOutsideThePenaltyArea,AttemptAtGoalOutsideThePenaltyAreaOnTarget,AttemptedBallProgressions,AttemptedSwitchesOfPlay,AvgSpeed,CleanSheets,CompletedBallProgressions,CompletedSwitchesOfPlay,Corners,Crosses,CrossesCompleted,DefensivePressuresApplied,DirectDefensivePressuresApplied,DirectFreeKicks,DirectRedCards,DistanceHighSpeedRunning,DistanceHighSpeedSprinting,DistanceJogging,DistanceLowSpeedSprinting,DistanceWalking,DistributionsCompletedUnderPressure,DistributionsUnderPressure,ForcedTurnovers,FoulsAgainst,FoulsFor,FreeKicks,GoalkeeperDefensiveActionsInsidePenaltyArea,GoalkeeperDefensiveActionsOutsidePenaltyArea,GoalkeeperSavePercentage,GoalkeeperSaves,GoalkeeperSavesOnTarget,GoalKicks,Goals,GoalsConceded,GoalsConcededFromAttemptAtGoalAgainst,GoalsFromDirectFreeKicks,GoalsInsideThePenaltyArea,GoalsOutsideThePenaltyArea,HeadedAttemptAtGoal,IndirectFreeKicks,IndirectRedCards,LinebreaksAttempted,LinebreaksAttemptedAllLines,LinebreaksAttemptedAttackingAndMidfieldLine,LinebreaksAttemptedAttackingLine,LinebreaksAttemptedAttackingLineCompleted,LinebreaksAttemptedAttackingLineCompletedOnly,LinebreaksAttemptedAttackingLineOnly,LinebreaksAttemptedCompleted,LinebreaksAttemptedDefensiveLine,LinebreaksAttemptedDefensiveLineCompleted,LinebreaksAttemptedDefensiveLineCompletedOnly,LinebreaksAttemptedDefensiveLineOnly,LinebreaksAttemptedMidfieldAndDefensiveLine,LinebreaksAttemptedMidfieldLine,LinebreaksAttemptedMidfieldLineCompleted,LinebreaksAttemptedMidfieldLineCompletedOnly,LinebreaksAttemptedMidfieldLineOnly,LinebreaksAttemptedUnderPressure,LinebreaksCompletedAllLines,LinebreaksCompletedAttackingAndMidfieldLine,LinebreaksCompletedMidfieldAndDefensiveLine,LinebreaksCompletedUnderPressure,MatchesPlayed,NumberOfInvolvements,NumberOfPossessionSequences,NumberOfShotEndingSequences,OffersToReceiveInBehind,OffersToReceiveInBetween,OffersToReceiveInFront,OffersToReceiveInside,OffersToReceiveOutside,OffersToReceiveTotal,Offsides,OwnGoals,Passes,PassesCompleted,Penalties,PenaltiesScored,ReceivedOffersToReceive,ReceptionsBetweenMidfieldAndDefensiveLine,ReceptionsInBehind,ReceptionsUnderDirectPressure,ReceptionsUnderIndirectPressure,ReceptionsUnderNoPressure,ReceptionsUnderPressure,RedCards,SpeedRuns,Sprints,SubstitutionsIn,SubstitutionsOut,TakeOnsCompleted,Threat,ThrowIns,TimePlayed,TopSpeed,TotalDistance,XG,YellowCards
2383,Edgardo FARINA,480313,43914,5,2,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,Eric DAVIS,337232,43914,15,2,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.154604434967041,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,143.55999755859375,5.580000400543213,273.4599914550781,46.20000076293945,135.87998962402344,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,4.0,1.0,0.0,0.0,0.3024119436740875,1.0,5.864833333333337,26.01690673828125,604.6799926757812,0.0,0.0
2385,Roderick MILLER,344582,43914,25,2,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,Jorge GUTIERREZ,441239,43914,26,2,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,Adalberto CARRASQUILLA,385833,43914,8,2,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,Ismael DIAZ,372342,43914,10,2,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,Alberto QUINTERO,271116,43914,19,2,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,Anibal GODOY,269514,43914,20,2,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,Cesar YANIS,441243,43914,21,2,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,Tomas RODRIGUEZ,418747,43914,9,2,,False,3,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.355289936065674,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.4800033569336,20.719999313354492,210.3699951171875,32.4900016784668,168.24000549316406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,1.8771207332611084,0.0,5.672483333333332,30.654739379882812,509.29998779296875,0.0,0.0
2393,Cecilio Waterman,337251,43914,18,2,,False,3,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.341845989227295,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,146.77000427246094,79.91000366210938,561.6599731445312,116.01000213623047,740.77001953125,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,5.0,3.0,0.0,7.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,15.0,9.0,1.0,0.0,0.0,4.376885414123535,0.0,18.4422,30.257232666015625,1645.119873046875,0.004065040498971939,0.0
2394,Azarias LONDONO,466669,43914,24,2,,False,3,2026-06-23T23:00:00Z,Group L,First Stage,43914,Panama,PAN,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.857831001281738,,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,180.27000427246094,31.1299991607666,672.1699829101562,69.16999816894531,442.1999816894531,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,6.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,17.0,5.0,1.0,0.0,2.0,0.7113788723945618,0.0,12.162566666666663,27.107149124145508,1394.93994140625,0.0,0.0
2395,Dominik LIVAKOVIC,369029,43938,1,1,,False,0,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5683465003967285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,92.9800033569336,0.0,862.7900390625,17.75,3228.52001953125,0.0,3.0,0.0,0.0,0.0,2.0,14.0,12.0,1.0,3.0,1.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,11.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,55.0,32.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,30.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,17.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,0.03531895577907562,0.0,98.11501666666666,22.892837524414062,4202.0400390625,0.0,0.0
2396,Josip STANISIC,433667,43938,2,1,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.374685287475586,,0.0,0.0,0.0,2.0,1.0,26.0,6.0,3.0,0.0,1264.2099609375,427.780029296875,4290.31005859375,722.1599731445312,3725.3701171875,13.0,15.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,7.0,4.0,4.0,4.0,8.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,76.0,39.0,1.0,17.0,10.0,25.0,14.0,38.0,52.0,0.0,0.0,37.0,31.0,0.0,0.0,12.0,7.0,2.0,0.0,10.0,22.0,10.0,0.0,105.0,58.0,0.0,0.0,0.0,0.23202688992023468,8.0,98.11501666666666,33.678733825683594,10429.830078125,0.0,0.0
2397,Marin PONGRACIC,448174,43938,3,1,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.576539993286133,,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1041.1700439453125,200.5700225830078,3398.790283203125,548.1300048828125,3935.030029296875,22.0,28.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,6.0,4.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,4.0,7.0,0.0,1.0,0.0,4.0,1.0,147.0,53.0,3.0,1.0,0.0,5.0,4.0,2.0,6.0,0.0,0.0,72.0,66.0,0.0,0.0,5.0,1.0,0.0,2.0,10.0,56.0,12.0,0.0,94.0,41.0,0.0,0.0,0.0,0.05694807693362236,1.0,98.11501666666666,32.19417953491211,9123.689453125,0.0,0.0
2398,Josko GVARDIOL,448180,43938,4,1,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733916759490967,,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,803.719970703125,200.5399932861328,1841.27001953125,410.20001220703125,2140.419921875,14.0,17.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,7.0,4.0,2.0,5.0,7.0,0.0,0.0,2.0,5.0,1.0,60.0,25.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,20.0,8.0,0.0,70.0,33.0,0.0,1.0,0.0,0.18462052941322327,1.0,48.061366666666665,33.20881271362305,5396.14990234375,0.0,0.0
2399,Josip SUTALO,448171,43938,6,1,,False,1,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.133330821990967,,0.0,2.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0,1130.3499755859375,213.07000732421875,4654.4296875,418.2099609375,3618.580078125,15.0,19.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,14.0,9.0,9.0,12.0,4.0,0.0,0.0,0.0,2.0,1.0,160.0,53.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,77.0,70.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,63.0,12.0,0.0,103.0,36.0,0.0,0.0,0.0,0.06041564419865608,0.0,98.11501666666666,32.30984115600586,10034.6396484375,0.0,0.0
2400,Mateo KOVACIC,339987,43938,8,1,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.764846324920654,,1.0,1.0,0.0,0.0,0.0,27.0,6.0,3.0,0.0,1203.510009765625,109.8499984741211,3844.23974609375,496.95001220703125,2767.199951171875,24.0,28.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,138.0,42.0,3.0,1.0,5.0,25.0,20.0,11.0,31.0,0.0,0.0,65.0,62.0,0.0,0.0,18.0,4.0,0.0,1.0,14.0,49.0,15.0,0.0,104.0,31.0,0.0,1.0,0.0,0.09037499129772186,0.0,74.66343333333333,31.733510971069336,8421.7490234375,0.0,0.0
2401,Luka MODRIC,241559,43938,10,1,,True,2,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.161304473876953,,1.0,0.0,0.0,1.0,0.0,16.0,5.0,4.0,0.0,1007.25,177.87001037597656,3562.81982421875,514.3300170898438,3367.72998046875,28.0,37.0,13.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0,2.0,5.0,4.0,1.0,1.0,22.0,5.0,3.0,1.0,1.0,2.0,19.0,15.0,11.0,13.0,14.0,1.0,2.0,1.0,10.0,1.0,164.0,53.0,4.0,8.0,4.0,26.0,30.0,8.0,38.0,0.0,0.0,79.0,69.0,0.0,0.0,24.0,3.0,1.0,0.0,5.0,72.0,5.0,0.0,91.0,29.0,0.0,1.0,0.0,0.2890999913215637,0.0,84.03211666666667,30.015708923339844,8630.0,0.052629511803388596,0.0
2402,Martin BATURINA,482774,43938,16,1,,False,2,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,6.797760486602783,,6.0,0.0,1.0,4.0,2.0,31.0,5.0,1.0,0.0,1590.669921875,245.489990234375,4969.5,770.6900024414062,3545.800048828125,23.0,29.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,3.0,1.0,67.0,32.0,1.0,18.0,18.0,6.0,22.0,20.0,42.0,0.0,0.0,23.0,21.0,0.0,0.0,14.0,16.0,2.0,4.0,23.0,11.0,27.0,0.0,142.0,55.0,0.0,0.0,5.0,1.0823720693588257,0.0,98.11501666666666,33.58800506591797,11122.1494140625,0.04194759950041771,0.0
2403,Ivan PERISIC,359381,43938,14,1,,False,3,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1806254386901855,,0.0,0.0,0.0,3.0,0.0,12.0,4.0,0.0,0.0,1340.2900390625,360.6400146484375,3482.429931640625,564.27001953125,4364.4599609375,17.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,6.0,3.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,2.0,2.0,11.0,0.0,1.0,0.0,4.0,1.0,92.0,35.0,2.0,18.0,7.0,8.0,18.0,15.0,33.0,0.0,0.0,43.0,38.0,0.0,0.0,15.0,9.0,4.0,0.0,10.0,33.0,10.0,0.0,110.0,45.0,0.0,0.0,0.0,0.8150054216384888,3.0,98.11501666666666,32.18397521972656,10112.08984375,0.0,0.0
2404,Marco PASALIC,482931,43938,24,1,,False,3,2026-06-23T23:00:00Z,Group L,First Stage,43938,Croatia,CRO,400021511,46,96',0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,6.556797981262207,,6.0,1.0,1.0,8.0,1.0,24.0,3.0,0.0,0.0,965.760009765625,355.3200378417969,3347.360107421875,701.9000244140625,2777.0400390625,20.0,34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,3.0,1.0,0.0,0.0,10.0,6.0,5.0,2.0,2.0,2.0,7.0,4.0,1.0,2.0,13.0,1.0,0.0,2.0,7.0,1.0,67.0,33.0,5.0,16.0,13.0,3.0,8.0,24.0,32.0,1.0,0.0,21.0,14.0,0.0,0.0,12.0,19.0,4.0,2.0,23.0,8.0,25.0,0.0,77.0,49.0,0.0,1.0,6.0,1.1269463300704956,1.0,74.53101666666666,33.335784912109375,8147.3798828125,0.4786030948162079,0.0
