,Date,Group,Stage,TeamID,TeamName,TeamAbbr,Formation,IdMatch,GameNum,StatsId,MatchTime,Assists,AttemptAtGoal,AttemptAtGoalAgainst,AttemptAtGoalAgainstOnTarget,AttemptAtGoalBlocked,AttemptAtGoalFromBallProgression,AttemptAtGoalFromCorner,AttemptAtGoalFromCross,AttemptAtGoalFromFreeKicks,AttemptAtGoalFromOther,AttemptAtGoalFromPass,AttemptAtGoalFromPenalty,AttemptAtGoalFromRebound,AttemptAtGoalInsideThePenaltyArea,AttemptAtGoalInsideThePenaltyAreaOnTarget,AttemptAtGoalOffTarget,AttemptAtGoalOnTarget,AttemptAtGoalOutsideThePenaltyArea,AttemptAtGoalOutsideThePenaltyAreaOnTarget,AttemptedBallProgressions,AttemptedSwitchesOfPlay,AvgSpeed,BallRecoveryTime,CleanSheets,CompletedBallProgressions,CompletedSwitchesOfPlay,Corners,Crosses,CrossesCompleted,DefensivePressuresApplied,DirectDefensivePressuresApplied,DirectFreeKicks,DirectRedCards,DistanceHighSpeedRunning,DistanceHighSpeedSprinting,DistanceJogging,DistanceLowSpeedSprinting,DistanceWalking,DistributionsCompletedUnderPressure,DistributionsUnderPressure,FinalThirdEntriesReceptionCentralChannel,FinalThirdEntriesReceptionInsideLeftChannel,FinalThirdEntriesReceptionInsideRightChannel,FinalThirdEntriesReceptionLeftChannel,FinalThirdEntriesReceptionRightChannel,FinalThirdPitchControl,ForcedTurnovers,FoulsAgainst,FoulsFor,FreeKicks,GoalkeeperDefensiveActionsInsidePenaltyArea,GoalkeeperDefensiveActionsOutsidePenaltyArea,GoalkeeperSavePercentage,GoalkeeperSaves,GoalkeeperSavesOnTarget,GoalKicks,Goals,GoalsConceded,GoalsConcededFromAttemptAtGoalAgainst,GoalsFromDirectFreeKicks,GoalsInsideThePenaltyArea,GoalsOutsideThePenaltyArea,HeadedAttemptAtGoal,IndirectFreeKicks,IndirectRedCards,LinebreaksAttempted,LinebreaksAttemptedAllLines,LinebreaksAttemptedAttackingAndMidfieldLine,LinebreaksAttemptedAttackingLine,LinebreaksAttemptedAttackingLineCompleted,LinebreaksAttemptedAttackingLineCompletedOnly,LinebreaksAttemptedAttackingLineOnly,LinebreaksAttemptedCompleted,LinebreaksAttemptedDefensiveLine,LinebreaksAttemptedDefensiveLineCompleted,LinebreaksAttemptedDefensiveLineCompletedOnly,LinebreaksAttemptedDefensiveLineOnly,LinebreaksAttemptedMidfieldAndDefensiveLine,LinebreaksAttemptedMidfieldLine,LinebreaksAttemptedMidfieldLineCompleted,LinebreaksAttemptedMidfieldLineCompletedOnly,LinebreaksAttemptedMidfieldLineOnly,LinebreaksAttemptedUnderPressure,LinebreaksCompletedAllLines,LinebreaksCompletedAttackingAndMidfieldLine,LinebreaksCompletedMidfieldAndDefensiveLine,LinebreaksCompletedUnderPressure,MatchesPlayed,NumberOfInvolvements,NumberOfPossessionSequences,NumberOfShotEndingSequences,OffersToReceiveInBehind,OffersToReceiveInBetween,OffersToReceiveInFront,OffersToReceiveInside,OffersToReceiveOutside,OffersToReceiveTotal,Offsides,OwnGoals,Passes,PassesCompleted,Penalties,PenaltiesScored,PhaseAggregateAttackingTransition,PhaseAggregateBuildUpOpposed,PhaseAggregateBuildUpUnopposed,PhaseAggregateCounterattack,PhaseAggregateCounterPress,PhaseAggregateDefensiveTransition,PhaseAggregateFinalThird,PhaseAggregateHighBlock,PhaseAggregateHighPress,PhaseAggregateLongBall,PhaseAggregateLowBlock,PhaseAggregateLowPress,PhaseAggregateMidBlock,PhaseAggregateMidPress,PhaseAggregateProgression,PhaseAggregateRecovery,PhaseAggregateSetPieces,PitchControl,Possession,ReceivedOffersToReceive,ReceptionsBetweenMidfieldAndDefensiveLine,ReceptionsInBehind,ReceptionsUnderDirectPressure,ReceptionsUnderIndirectPressure,ReceptionsUnderNoPressure,ReceptionsUnderPressure,RedCards,SpeedRuns,Sprints,SubstitutionsIn,SubstitutionsOut,TakeOnsCompleted,Threat,ThrowIns,TimePlayed,TopSpeed,TotalDistance,XG,YellowCards
41,2026-06-17T17:00:00Z,Group K,First Stage,20014,Congo DR,COD,5-3-2,400021502,23,151668,95',1.0,8.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,5.0,2.0,6.0,1.0,24.0,4.0,6.088063716888428,33.49409866333008,0.0,12.0,3.0,4.0,10.0,1.0,407.0,41.0,9.0,0.0,14661.9697265625,2275.9599609375,45994.03125,5997.47998046875,43471.8515625,117.0,176.0,3.0,7.0,6.0,6.0,12.0,22.0,42.0,10.0,9.0,12.0,21.0,15.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,141.0,10.0,18.0,50.0,23.0,19.0,22.0,65.0,19.0,4.0,3.0,6.0,3.0,72.0,38.0,33.0,41.0,73.0,0.0,4.0,1.0,33.0,1.0,0.0,0.0,0.0,77.0,106.0,70.0,131.0,122.0,253.0,2.0,0.0,268.0,214.0,0.0,0.0,18.14945340156555,12.02365905046463,17.703016102313995,3.7353776395320892,4.762634262442589,6.51894211769104,13.692617416381836,3.744695708155632,3.757716715335846,7.2861529886722565,36.66646182537079,0.5239050835371017,31.624257564544678,2.401231601834297,18.236103653907776,3.8136307150125504,9.35257226228714,31.0,0.2534979581832886,84.0,73.0,3.0,20.0,104.0,152.0,124.0,0.0,1276.0,472.0,5.0,5.0,6.0,28.0,15.0,100.4419,33.414371490478516,112401.2890625,0.5352960824966431,1.0
42,2026-06-17T20:00:00Z,Group L,First Stage,43942,England,ENG,4-2-3-1,400021507,22,151673,97',3.0,22.0,10.0,5.0,3.0,0.0,3.0,2.0,1.0,5.0,8.0,1.0,1.0,20.0,11.0,5.0,11.0,2.0,0.0,23.0,1.0,6.280044078826904,18.026018142700195,0.0,15.0,0.0,8.0,15.0,8.0,262.0,38.0,11.0,0.0,16894.96875,2695.119873046875,46589.8984375,6603.7802734375,44198.609375,237.0,316.0,8.0,4.0,1.0,8.0,16.0,46.0,36.0,10.0,12.0,12.0,19.0,15.0,0.6000000238418579,3.0,3.0,6.0,4.0,2.0,2.0,0.0,4.0,0.0,6.0,1.0,0.0,153.0,9.0,19.0,62.0,41.0,31.0,34.0,94.0,22.0,11.0,7.0,11.0,2.0,69.0,42.0,31.0,39.0,96.0,3.0,7.0,1.0,56.0,1.0,0.0,0.0,0.0,98.0,148.0,153.0,227.0,172.0,399.0,0.0,0.0,482.0,421.0,1.0,1.0,11.685845255851746,18.667806684970856,37.874311208724976,2.7445796877145767,10.842796415090561,12.736567854881287,9.959792345762253,4.839502647519112,10.442166775465012,4.340678825974464,20.57710289955139,0.49402741715312004,16.43562912940979,5.437988415360451,15.957659482955933,4.3565355241298676,6.216678395867348,48.0,0.489938348531723,132.0,82.0,12.0,21.0,159.0,327.0,180.0,0.0,1425.0,510.0,5.0,5.0,7.0,47.0,15.0,102.01679999999999,35.24734878540039,116982.3828125,3.329282522201538,0.0
43,2026-06-17T20:00:00Z,Group L,First Stage,43938,Croatia,CRO,3-4-3,400021507,22,151673,97',2.0,10.0,22.0,11.0,2.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,2.0,3.0,5.0,6.0,3.0,20.0,4.0,6.095372676849365,17.065156936645508,0.0,14.0,3.0,2.0,12.0,2.0,295.0,50.0,10.0,0.0,15979.650390625,2733.169921875,46746.55078125,6433.0400390625,41830.671875,216.0,283.0,9.0,4.0,3.0,13.0,8.0,50.0,35.0,12.0,10.0,10.0,34.0,27.0,0.6363636255264282,8.0,7.0,7.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,160.0,8.0,18.0,56.0,38.0,26.0,30.0,99.0,19.0,8.0,5.0,9.0,2.0,85.0,53.0,40.0,57.0,88.0,2.0,10.0,1.0,59.0,1.0,0.0,0.0,0.0,81.0,112.0,87.0,148.0,132.0,280.0,1.0,0.0,459.0,399.0,0.0,0.0,12.736567854881287,17.612938582897186,34.17391777038574,1.080224197357893,7.5995199382305145,11.685845255851746,15.432827174663544,10.179714113473892,13.235294818878174,5.543676018714905,8.962368965148926,0.14328238321468234,25.192153453826904,4.7194331884384155,15.59135764837265,5.723520368337631,5.544904991984367,51.0,0.43502143025398254,85.0,79.0,7.0,18.0,131.0,314.0,149.0,0.0,1375.0,487.0,5.0,5.0,5.0,53.0,18.0,102.01679999999999,34.091373443603516,113723.078125,0.8179053664207458,0.0
44,2026-06-17T23:00:00Z,Group L,First Stage,43860,Ghana,GHA,4-1-2-3,400021510,21,151674,102',1.0,7.0,11.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,3.0,2.0,1.0,0.0,36.0,7.0,6.081325531005859,22.365074157714844,1.0,19.0,7.0,2.0,17.0,6.0,294.0,60.0,11.0,0.0,15027.3896484375,1961.969970703125,49660.1328125,6242.990234375,46108.28125,123.0,195.0,5.0,5.0,5.0,17.0,17.0,42.0,49.0,9.0,10.0,12.0,23.0,20.0,1.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,146.0,10.0,16.0,49.0,29.0,14.0,23.0,94.0,20.0,12.0,3.0,8.0,2.0,77.0,53.0,36.0,49.0,73.0,7.0,8.0,2.0,49.0,1.0,0.0,0.0,0.0,76.0,69.0,81.0,114.0,112.0,226.0,4.0,0.0,362.0,304.0,0.0,0.0,18.156909942626953,9.348490089178085,34.77659523487091,1.9429368898272514,8.09699073433876,9.52792838215828,11.308551579713821,3.9366889744997025,5.373148247599602,7.334422320127487,17.19701886177063,0.7131683174520731,35.70626676082611,2.7836568653583527,13.85478675365448,2.631821110844612,6.699509918689728,49.0,0.35583317279815674,81.0,77.0,13.0,32.0,121.0,237.0,153.0,0.0,1280.0,499.0,5.0,5.0,11.0,41.0,21.0,106.73975,34.51606369018555,119000.7578125,0.9762238264083862,1.0
45,2026-06-17T23:00:00Z,Group L,First Stage,43914,Panama,PAN,3-4-3,400021510,21,151674,102',0.0,11.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,6.0,3.0,4.0,4.0,5.0,1.0,22.0,15.0,5.988063812255859,12.159818649291992,0.0,16.0,11.0,2.0,21.0,3.0,201.0,62.0,9.0,0.0,15334.060546875,1976.469970703125,50705.0078125,5695.47998046875,43564.4921875,224.0,301.0,5.0,3.0,5.0,26.0,14.0,54.0,48.0,11.0,9.0,13.0,12.0,10.0,0.5,1.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,213.0,10.0,34.0,99.0,63.0,50.0,55.0,123.0,19.0,8.0,3.0,6.0,3.0,95.0,52.0,37.0,48.0,120.0,3.0,10.0,2.0,72.0,1.0,0.0,0.0,0.0,95.0,182.0,147.0,187.0,237.0,424.0,1.0,0.0,597.0,526.0,0.0,0.0,9.52792838215828,11.192601174116135,45.62988877296448,0.7343333214521408,12.944570183753967,18.156909942626953,13.073524832725525,4.349544271826744,2.156330645084381,2.686113864183426,21.79909348487854,0.559829268604517,22.773855924606323,3.6764319986104965,17.423391342163086,5.037146434187889,5.05475290119648,50.0,0.5554836392402649,148.0,85.0,9.0,19.0,164.0,437.0,183.0,0.0,1283.0,444.0,4.0,4.0,7.0,59.0,23.0,106.73975,33.786014556884766,117275.5078125,0.7712918519973755,2.0
46,2026-06-18T02:00:00Z,Group K,First Stage,44005,Uzbekistan,UZB,3-4-3,400021504,24,151667,101',0.0,8.0,15.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,4.0,2.0,3.0,2.0,4.0,0.0,20.0,8.0,5.778046607971191,17.98550033569336,0.0,16.0,7.0,3.0,11.0,2.0,264.0,36.0,11.0,0.0,13125.44921875,1453.0899658203125,45853.53125,4481.98974609375,47104.34765625,128.0,175.0,1.0,9.0,5.0,13.0,5.0,43.0,32.0,14.0,10.0,14.0,27.0,21.0,0.25,1.0,1.0,10.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,157.0,13.0,22.0,70.0,44.0,30.0,35.0,87.0,17.0,6.0,3.0,3.0,1.0,70.0,37.0,22.0,34.0,66.0,2.0,12.0,1.0,41.0,1.0,0.0,0.0,0.0,66.0,139.0,84.0,173.0,116.0,289.0,0.0,0.0,334.0,267.0,0.0,0.0,13.65334838628769,10.636153817176819,36.6389125585556,1.3163402676582336,5.845719203352928,8.012719452381134,8.997317403554916,1.7199866473674774,4.36752662062645,4.381599277257919,34.12441313266754,0.098546186927706,26.30370557308197,4.064776375889778,17.2736719250679,3.1108085066080093,8.32596868276596,38.0,0.3394434154033661,93.0,63.0,6.0,7.0,122.0,197.0,129.0,0.0,1161.0,365.0,5.0,5.0,10.0,40.0,24.0,105.63746666666665,36.45697021484375,112018.40625,1.1054002046585083,1.0
47,2026-06-18T02:00:00Z,Group K,First Stage,43926,Colombia,COL,4-1-2-3,400021504,24,151667,101',3.0,15.0,8.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,9.0,3.0,7.0,4.0,6.0,1.0,23.0,9.0,5.602312088012695,12.60014820098877,0.0,14.0,8.0,4.0,18.0,6.0,160.0,32.0,14.0,0.0,13386.8994140625,1527.3099365234375,43026.98046875,4657.64990234375,46113.5625,205.0,281.0,11.0,7.0,3.0,15.0,15.0,53.0,31.0,11.0,13.0,14.0,11.0,10.0,0.5,1.0,1.0,8.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,155.0,13.0,14.0,45.0,23.0,16.0,18.0,81.0,21.0,3.0,1.0,3.0,5.0,89.0,55.0,47.0,57.0,79.0,1.0,6.0,1.0,41.0,1.0,0.0,0.0,0.0,116.0,175.0,170.0,207.0,254.0,461.0,3.0,0.0,534.0,469.0,0.0,0.0,8.012719452381134,18.553097546100616,43.820545077323914,1.4111408032476902,6.012682616710663,13.65334838628769,12.520445883274078,3.207901120185852,3.508690372109413,4.820635914802551,17.59151518344879,0.3364497562870383,28.97809147834778,3.9521217346191406,14.52997475862503,2.5753136724233627,6.001158058643341,62.0,0.5670092105865479,158.0,88.0,5.0,18.0,132.0,394.0,150.0,0.0,1117.0,369.0,5.0,5.0,8.0,60.0,26.0,105.63746666666665,34.635780334472656,108712.3984375,1.1606700420379639,1.0
48,2026-06-18T16:00:00Z,Group A,First Stage,43995,Czechia,CZE,3-5-2,400021440,25,151610,98',1.0,14.0,17.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,0.0,11.0,2.0,5.0,3.0,3.0,1.0,22.0,4.0,6.439815998077393,20.657339096069336,0.0,14.0,4.0,5.0,15.0,8.0,343.0,40.0,10.0,0.0,18383.48046875,1745.4599609375,52370.5703125,6648.75,40445.26953125,185.0,260.0,7.0,7.0,3.0,18.0,7.0,38.0,41.0,12.0,10.0,13.0,21.0,19.0,0.75,3.0,3.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,174.0,10.0,27.0,69.0,41.0,23.0,32.0,105.0,17.0,6.0,2.0,5.0,2.0,88.0,58.0,40.0,49.0,101.0,4.0,14.0,0.0,64.0,1.0,0.0,0.0,0.0,76.0,119.0,66.0,132.0,129.0,261.0,2.0,0.0,352.0,279.0,0.0,0.0,21.942129731178284,12.425022572278976,20.460979640483856,0.9613078087568283,5.96342571079731,8.210325986146927,12.117916345596313,9.84426811337471,4.483646899461746,4.673779010772705,28.493356704711914,0.13662336859852076,17.449943721294403,3.3435799181461334,16.881267726421356,4.789203032851219,7.9575806856155396,40.0,0.32366499304771423,81.0,89.0,7.0,16.0,173.0,181.0,189.0,0.0,1555.0,508.0,5.0,5.0,9.0,37.0,16.0,101.34171666666667,32.06409454345703,119593.53125,1.3577100038528442,1.0
49,2026-06-18T16:00:00Z,Group A,First Stage,43883,South Africa,RSA,4-3-3,400021440,25,151610,98',0.0,17.0,14.0,3.0,7.0,0.0,0.0,1.0,0.0,6.0,8.0,1.0,0.0,6.0,3.0,6.0,4.0,11.0,1.0,20.0,7.0,6.029299259185791,12.293872833251953,0.0,12.0,6.0,5.0,16.0,3.0,233.0,41.0,11.0,0.0,15791.5498046875,2347.510009765625,46460.33984375,5875.68994140625,41531.51171875,236.0,312.0,7.0,8.0,10.0,14.0,15.0,58.0,44.0,10.0,11.0,13.0,21.0,16.0,0.6666666865348816,2.0,2.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,193.0,7.0,25.0,78.0,54.0,41.0,46.0,127.0,14.0,8.0,4.0,5.0,2.0,101.0,65.0,51.0,67.0,100.0,3.0,10.0,1.0,63.0,1.0,0.0,0.0,0.0,138.0,181.0,153.0,246.0,226.0,472.0,3.0,0.0,584.0,518.0,1.0,1.0,8.136475831270218,17.076998949050903,46.85073792934418,0.769891170784831,17.413906753063202,21.942129731178284,15.627682209014893,7.0586539804935455,6.975479423999786,4.1771672666072845,9.760233014822006,0.13435916043817997,12.951262295246124,3.4709449857473373,16.126173734664917,5.278395488858223,5.908960849046707,59.0,0.6027183532714844,161.0,95.0,8.0,23.0,174.0,410.0,197.0,0.0,1357.0,486.0,3.0,3.0,5.0,63.0,15.0,101.34171666666667,32.8613166809082,112006.6015625,1.3368074893951416,2.0
50,2026-06-18T19:00:00Z,Group B,First Stage,43971,Switzerland,SUI,4-3-3,400021446,26,151616,98',2.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,9.0,5.0,6.0,7.0,4.0,2.0,24.0,7.0,6.252930641174316,12.872915267944336,0.0,16.0,6.0,7.0,24.0,1.0,234.0,40.0,17.0,0.0,16836.41015625,1873.22998046875,45776.26953125,5813.6796875,44580.44140625,249.0,334.0,9.0,14.0,6.0,29.0,10.0,64.0,46.0,7.0,17.0,18.0,7.0,7.0,0.6666666865348816,2.0,2.0,3.0,4.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,206.0,13.0,24.0,78.0,53.0,37.0,41.0,136.0,27.0,18.0,9.0,10.0,4.0,101.0,65.0,47.0,60.0,104.0,7.0,9.0,2.0,60.0,1.0,0.0,0.0,0.0,147.0,173.0,144.0,271.0,193.0,464.0,3.0,0.0,601.0,531.0,1.0,1.0,8.747261762619019,18.746139109134674,38.97230923175812,0.693677319213748,11.156871169805527,16.46503657102585,20.998483896255493,7.188617438077927,10.184469819068909,2.7812622487545013,9.530959278345108,1.0667810216546059,20.660661160945892,3.7351638078689575,19.87137496471405,5.69283552467823,6.742992997169495,54.0,0.577756941318512,152.0,109.0,18.0,27.0,164.0,426.0,191.0,0.0,1462.0,466.0,5.0,5.0,5.0,68.0,21.0,99.98061666666666,33.961910247802734,114880.03125,1.8466745615005493,1.0
51,2026-06-18T19:00:00Z,Group B,First Stage,44037,Bosnia and Herzegovina,BIH,4-4-2,400021446,26,151616,98',0.0,5.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,24.0,3.0,6.260563850402832,18.403223037719727,0.0,15.0,3.0,3.0,14.0,1.0,339.0,48.0,7.0,1.0,15931.08984375,1917.909912109375,47300.55078125,5604.10009765625,42327.98046875,190.0,265.0,2.0,2.0,1.0,17.0,5.0,32.0,42.0,17.0,7.0,10.0,21.0,19.0,0.4285714328289032,4.0,3.0,8.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,155.0,8.0,23.0,63.0,35.0,27.0,32.0,77.0,16.0,6.0,5.0,5.0,3.0,76.0,36.0,28.0,42.0,113.0,1.0,7.0,0.0,59.0,1.0,0.0,0.0,0.0,49.0,82.0,74.0,96.0,109.0,205.0,1.0,0.0,359.0,289.0,0.0,0.0,16.46503657102585,14.39010500907898,32.06206262111664,1.594451628625393,7.222294807434082,8.747261762619019,11.00529134273529,5.260152369737625,6.759843230247498,5.893035978078842,29.338526725769043,0.4867910873144865,14.228342473506927,4.5646026730537415,15.240955352783203,4.346482828259468,6.018875911831856,46.0,0.3411564230918884,84.0,57.0,5.0,21.0,166.0,183.0,187.0,1.0,1362.0,461.0,5.0,5.0,10.0,32.0,8.0,99.98061666666666,33.17384338378906,113081.6328125,0.3039710521697998,2.0
52,2026-06-18T22:00:00Z,Group B,First Stage,43899,Canada,CAN,4-4-2,400021450,27,151615,100',1.0,33.0,2.0,0.0,7.0,1.0,0.0,7.0,2.0,10.0,10.0,0.0,2.0,21.0,10.0,10.0,11.0,12.0,1.0,16.0,3.0,5.782666206359863,8.439037322998047,1.0,11.0,3.0,19.0,61.0,15.0,107.0,27.0,10.0,0.0,15281.91015625,1763.989990234375,45659.359375,5731.759765625,42780.01953125,211.0,300.0,15.0,5.0,11.0,20.0,37.0,94.0,31.0,9.0,10.0,11.0,4.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,4.0,1.0,5.0,1.0,0.0,172.0,0.0,1.0,7.0,6.0,6.0,6.0,148.0,28.0,23.0,6.0,8.0,20.0,137.0,119.0,102.0,116.0,71.0,0.0,0.0,17.0,55.0,1.0,0.0,0.0,0.0,158.0,138.0,206.0,192.0,310.0,502.0,1.0,0.0,575.0,535.0,0.0,0.0,9.210646152496338,12.491274625062943,39.1611784696579,1.2361790053546429,14.715410768985748,22.428181767463684,52.62055993080139,6.434103846549988,8.047456294298172,0.3732815384864807,0.6715152878314257,0.0,17.502306401729584,2.8791487216949463,23.346787691116333,4.458175227046013,12.279850244522095,77.0,0.6582329273223877,184.0,150.0,29.0,18.0,177.0,455.0,195.0,0.0,1284.0,420.0,5.0,5.0,8.0,94.0,23.0,105.43610000000001,34.111061096191406,111217.0390625,3.896850347518921,1.0
53,2026-06-18T22:00:00Z,Group B,First Stage,43834,Qatar,QAT,4-3-3,400021450,27,151615,100',0.0,2.0,33.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0,5.222984313964844,21.019548416137695,0.0,4.0,0.0,1.0,2.0,1.0,274.0,43.0,9.0,2.0,11239.3203125,1314.760009765625,36426.640625,3684.22998046875,38088.578125,61.0,95.0,0.0,1.0,1.0,4.0,4.0,4.0,23.0,10.0,9.0,10.0,52.0,47.0,0.4444444477558136,5.0,4.0,13.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,14.0,9.0,41.0,14.0,8.0,18.0,31.0,17.0,3.0,1.0,1.0,2.0,44.0,14.0,8.0,19.0,56.0,2.0,4.0,0.0,18.0,1.0,0.0,0.0,0.0,25.0,41.0,28.0,30.0,64.0,94.0,1.0,1.0,166.0,107.0,0.0,0.0,22.428181767463684,11.480122804641724,21.795284748077393,1.0169273242354393,7.3503077030181885,9.210646152496338,1.3795026578009129,0.48152306117117405,0.35304948687553406,12.769517302513123,56.47982358932495,0.9812549687922001,6.362983584403992,0.0,8.277016133069992,4.724186286330223,6.2217071652412415,23.0,0.20456303656101227,26.0,26.0,3.0,8.0,72.0,69.0,80.0,2.0,963.0,290.0,5.0,5.0,4.0,6.0,9.0,105.43610000000001,33.21076202392578,90753.53125,0.2011037915945053,1.0
54,2026-06-19T01:00:00Z,Group A,First Stage,43911,Mexico,MEX,4-1-2-3,400021442,28,151609,97',0.0,8.0,9.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,4.0,3.0,1.0,18.0,1.0,6.33196496963501,14.391115188598633,1.0,12.0,1.0,0.0,5.0,3.0,265.0,39.0,7.0,0.0,15942.9296875,1807.6600341796875,49388.5390625,5292.31982421875,44118.390625,170.0,240.0,7.0,3.0,2.0,11.0,3.0,33.0,46.0,9.0,7.0,13.0,17.0,13.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,173.0,13.0,23.0,76.0,48.0,37.0,40.0,90.0,19.0,4.0,1.0,5.0,1.0,78.0,38.0,27.0,41.0,91.0,3.0,8.0,0.0,38.0,1.0,0.0,0.0,0.0,115.0,192.0,149.0,242.0,214.0,456.0,3.0,0.0,432.0,360.0,0.0,0.0,13.859540224075317,15.549787878990173,39.230310916900635,0.57032136246562,6.4979709684848785,9.056099504232407,5.868947878479958,3.7698734551668167,3.714490309357643,5.754396319389343,21.678681671619415,0.23585581220686436,29.95750904083252,4.956791549921036,16.66240096092224,4.286464676260948,5.435113608837128,41.0,0.4083026945590973,140.0,84.0,4.0,26.0,160.0,264.0,186.0,0.0,1404.0,452.0,5.0,5.0,6.0,42.0,17.0,100.31248333333335,33.212284088134766,116549.84375,0.34312763810157776,0.0
55,2026-06-19T01:00:00Z,Group A,First Stage,43822,Korea Republic,KOR,3-4-3,400021442,28,151609,97',0.0,9.0,8.0,4.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,2.0,4.0,2.0,3.0,0.0,16.0,5.0,6.098020553588867,17.592016220092773,0.0,10.0,4.0,2.0,8.0,4.0,217.0,37.0,9.0,0.0,13500.8701171875,1954.0699462890625,48104.51953125,5299.2900390625,43249.12890625,239.0,313.0,5.0,4.0,3.0,16.0,13.0,62.0,48.0,7.0,9.0,12.0,11.0,11.0,0.75,5.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,182.0,14.0,28.0,71.0,37.0,24.0,29.0,92.0,21.0,9.0,4.0,4.0,3.0,90.0,46.0,32.0,45.0,97.0,4.0,9.0,1.0,52.0,1.0,0.0,0.0,0.0,79.0,126.0,176.0,210.0,171.0,381.0,6.0,0.0,593.0,510.0,0.0,0.0,9.056099504232407,15.18453061580658,47.89591729640961,0.4316065926104784,9.03618112206459,13.859540224075317,8.816424012184143,5.777550116181374,10.786141455173492,4.885175451636314,8.403709530830383,0.37168378476053476,29.48732078075409,5.047587677836418,12.70756721496582,2.033902518451214,5.200286582112312,59.0,0.5182066559791565,161.0,73.0,10.0,15.0,203.0,371.0,218.0,0.0,1174.0,443.0,5.0,5.0,7.0,58.0,25.0,100.31248333333335,34.4344482421875,112107.8828125,0.8677548170089722,2.0
56,2026-06-19T19:00:00Z,Group D,First Stage,43921,USA,USA,3-5-2,400021462,32,151627,99',0.0,10.0,5.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,8.0,1.0,3.0,2.0,2.0,1.0,33.0,5.0,5.744619369506836,10.521180152893066,1.0,22.0,5.0,7.0,15.0,4.0,167.0,50.0,16.0,0.0,14801.0595703125,2253.3701171875,44828.76171875,5475.169921875,43728.05859375,206.0,277.0,7.0,3.0,6.0,25.0,17.0,54.0,39.0,12.0,15.0,16.0,6.0,5.0,1.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,186.0,13.0,22.0,65.0,43.0,25.0,30.0,121.0,27.0,17.0,7.0,10.0,4.0,94.0,61.0,39.0,55.0,98.0,6.0,12.0,4.0,64.0,1.0,0.0,0.0,0.0,93.0,122.0,132.0,180.0,167.0,347.0,1.0,0.0,531.0,465.0,0.0,0.0,12.040101736783981,15.411974489688873,41.17918908596039,1.446316484361887,19.240055978298187,28.676724433898926,15.951387584209442,5.482635274529457,6.245120987296104,4.364738240838051,16.48603081703186,1.0692954063415527,5.595192685723305,5.355554446578026,15.054155886173248,6.488390266895294,7.180005311965942,57.0,0.5596259832382202,127.0,85.0,16.0,25.0,151.0,370.0,176.0,0.0,1248.0,446.0,5.0,5.0,18.0,66.0,18.0,105.53783333333334,33.93763732910156,111086.421875,1.5753065347671509,3.0
