,Date,Group,Stage,TeamID,TeamName,TeamAbbr,Formation,IdMatch,GameNum,StatsId,MatchTime,Assists,AttemptAtGoal,AttemptAtGoalAgainst,AttemptAtGoalAgainstOnTarget,AttemptAtGoalBlocked,AttemptAtGoalFromBallProgression,AttemptAtGoalFromCorner,AttemptAtGoalFromCross,AttemptAtGoalFromFreeKicks,AttemptAtGoalFromOther,AttemptAtGoalFromPass,AttemptAtGoalFromPenalty,AttemptAtGoalFromRebound,AttemptAtGoalInsideThePenaltyArea,AttemptAtGoalInsideThePenaltyAreaOnTarget,AttemptAtGoalOffTarget,AttemptAtGoalOnTarget,AttemptAtGoalOutsideThePenaltyArea,AttemptAtGoalOutsideThePenaltyAreaOnTarget,AttemptedBallProgressions,AttemptedSwitchesOfPlay,AvgSpeed,BallRecoveryTime,CleanSheets,CompletedBallProgressions,CompletedSwitchesOfPlay,Corners,Crosses,CrossesCompleted,DefensivePressuresApplied,DirectDefensivePressuresApplied,DirectFreeKicks,DirectRedCards,DistanceHighSpeedRunning,DistanceHighSpeedSprinting,DistanceJogging,DistanceLowSpeedSprinting,DistanceWalking,DistributionsCompletedUnderPressure,DistributionsUnderPressure,FinalThirdEntriesReceptionCentralChannel,FinalThirdEntriesReceptionInsideLeftChannel,FinalThirdEntriesReceptionInsideRightChannel,FinalThirdEntriesReceptionLeftChannel,FinalThirdEntriesReceptionRightChannel,FinalThirdPitchControl,ForcedTurnovers,FoulsAgainst,FoulsFor,FreeKicks,GoalkeeperDefensiveActionsInsidePenaltyArea,GoalkeeperDefensiveActionsOutsidePenaltyArea,GoalkeeperSavePercentage,GoalkeeperSaves,GoalkeeperSavesOnTarget,GoalKicks,Goals,GoalsConceded,GoalsConcededFromAttemptAtGoalAgainst,GoalsFromDirectFreeKicks,GoalsInsideThePenaltyArea,GoalsOutsideThePenaltyArea,HeadedAttemptAtGoal,IndirectFreeKicks,IndirectRedCards,LinebreaksAttempted,LinebreaksAttemptedAllLines,LinebreaksAttemptedAttackingAndMidfieldLine,LinebreaksAttemptedAttackingLine,LinebreaksAttemptedAttackingLineCompleted,LinebreaksAttemptedAttackingLineCompletedOnly,LinebreaksAttemptedAttackingLineOnly,LinebreaksAttemptedCompleted,LinebreaksAttemptedDefensiveLine,LinebreaksAttemptedDefensiveLineCompleted,LinebreaksAttemptedDefensiveLineCompletedOnly,LinebreaksAttemptedDefensiveLineOnly,LinebreaksAttemptedMidfieldAndDefensiveLine,LinebreaksAttemptedMidfieldLine,LinebreaksAttemptedMidfieldLineCompleted,LinebreaksAttemptedMidfieldLineCompletedOnly,LinebreaksAttemptedMidfieldLineOnly,LinebreaksAttemptedUnderPressure,LinebreaksCompletedAllLines,LinebreaksCompletedAttackingAndMidfieldLine,LinebreaksCompletedMidfieldAndDefensiveLine,LinebreaksCompletedUnderPressure,MatchesPlayed,NumberOfInvolvements,NumberOfPossessionSequences,NumberOfShotEndingSequences,OffersToReceiveInBehind,OffersToReceiveInBetween,OffersToReceiveInFront,OffersToReceiveInside,OffersToReceiveOutside,OffersToReceiveTotal,Offsides,OwnGoals,Passes,PassesCompleted,Penalties,PenaltiesScored,PhaseAggregateAttackingTransition,PhaseAggregateBuildUpOpposed,PhaseAggregateBuildUpUnopposed,PhaseAggregateCounterattack,PhaseAggregateCounterPress,PhaseAggregateDefensiveTransition,PhaseAggregateFinalThird,PhaseAggregateHighBlock,PhaseAggregateHighPress,PhaseAggregateLongBall,PhaseAggregateLowBlock,PhaseAggregateLowPress,PhaseAggregateMidBlock,PhaseAggregateMidPress,PhaseAggregateProgression,PhaseAggregateRecovery,PhaseAggregateSetPieces,PitchControl,Possession,ReceivedOffersToReceive,ReceptionsBetweenMidfieldAndDefensiveLine,ReceptionsInBehind,ReceptionsUnderDirectPressure,ReceptionsUnderIndirectPressure,ReceptionsUnderNoPressure,ReceptionsUnderPressure,RedCards,SpeedRuns,Sprints,SubstitutionsIn,SubstitutionsOut,TakeOnsCompleted,Threat,ThrowIns,TimePlayed,TopSpeed,TotalDistance,XG,YellowCards
96,2026-06-24T19:00:00Z,Group B,First Stage,43971,Switzerland,SUI,4-4-2,400021451,51,151617,97',2.0,6.0,13.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,4.0,1.0,4.0,1.0,0.0,16.0,9.0,5.959181785583496,9.98594856262207,0.0,11.0,8.0,2.0,8.0,1.0,216.0,50.0,12.0,0.0,14787.1103515625,1979.090087890625,43415.5703125,5218.5,44483.0703125,231.0,309.0,4.0,3.0,6.0,12.0,9.0,36.0,49.0,19.0,13.0,15.0,18.0,17.0,0.8571428656578064,6.0,6.0,13.0,2.0,1.0,,0.0,2.0,0.0,0.0,3.0,0.0,197.0,14.0,27.0,97.0,68.0,50.0,56.0,115.0,19.0,6.0,2.0,4.0,1.0,81.0,41.0,23.0,39.0,130.0,4.0,14.0,0.0,69.0,1.0,0.0,0.0,0.0,72.0,117.0,85.0,156.0,118.0,274.0,1.0,0.0,471.0,389.0,0.0,0.0,17.1806663274765,14.303667843341827,35.779500007629395,0.6813617423176765,11.470980942249298,15.733389556407928,6.419339030981064,2.8050849214196205,2.5979679077863693,3.5226278007030487,20.04532516002655,1.3462606817483902,18.900178372859955,2.6670068502426147,18.91302466392517,5.188431590795517,6.8702951073646545,50.0,0.4879228174686432,101.0,65.0,8.0,31.0,166.0,261.0,197.0,0.0,1280.0,433.0,5.0,5.0,5.0,40.0,25.0,100.4414,34.314491271972656,109883.3359375,1.683428406715393,1.0
97,2026-06-24T19:00:00Z,Group B,First Stage,43899,Canada,CAN,4-4-2,400021451,51,151617,97',1.0,13.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,11.0,7.0,6.0,7.0,2.0,0.0,21.0,10.0,6.222206115722656,14.546274185180664,0.0,13.0,8.0,7.0,26.0,8.0,299.0,44.0,19.0,0.0,16964.9609375,2657.72998046875,46534.30078125,7074.52978515625,41399.8515625,160.0,240.0,8.0,9.0,8.0,19.0,19.0,60.0,50.0,13.0,19.0,20.0,13.0,10.0,0.5,2.0,2.0,5.0,1.0,2.0,,0.0,1.0,0.0,4.0,1.0,0.0,165.0,9.0,21.0,57.0,33.0,22.0,27.0,102.0,16.0,7.0,3.0,6.0,1.0,92.0,62.0,50.0,61.0,96.0,3.0,8.0,1.0,62.0,1.0,0.0,0.0,0.0,92.0,86.0,70.0,145.0,103.0,248.0,3.0,0.0,353.0,275.0,0.0,0.0,15.733389556407928,11.759144067764282,25.772562623023987,1.4468174427747726,11.038552969694138,17.1806663274765,15.032494068145752,14.39238041639328,9.651187062263489,4.2594064027071,4.512019455432892,0.4755978938192129,27.149739861488342,5.1120612770318985,21.6182142496109,3.5903945565223694,12.68816888332367,50.0,0.4009631276130676,83.0,91.0,8.0,22.0,142.0,206.0,164.0,0.0,1438.0,553.0,5.0,5.0,5.0,60.0,27.0,100.4414,35.22618103027344,114631.375,1.610325813293457,2.0
98,2026-06-24T19:00:00Z,Group B,First Stage,44037,Bosnia and Herzegovina,BIH,4-4-2,400021448,52,151618,97',2.0,14.0,9.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,4.0,1.0,6.0,5.0,10.0,4.0,29.0,5.0,6.1131062507629395,14.55890941619873,0.0,20.0,4.0,5.0,25.0,3.0,248.0,41.0,14.0,0.0,13447.1103515625,2110.820068359375,46918.921875,5528.1201171875,45841.80859375,192.0,271.0,14.0,5.0,0.0,17.0,20.0,53.0,43.0,9.0,14.0,17.0,22.0,16.0,0.6666666865348816,2.0,2.0,8.0,3.0,1.0,,0.0,1.0,1.0,1.0,3.0,0.0,156.0,6.0,17.0,67.0,50.0,41.0,44.0,109.0,13.0,8.0,5.0,6.0,1.0,76.0,51.0,41.0,52.0,78.0,2.0,7.0,1.0,55.0,1.0,0.0,0.0,0.0,110.0,128.0,131.0,202.0,167.0,369.0,1.0,0.0,521.0,461.0,0.0,0.0,9.867258369922638,14.198824763298035,42.934492230415344,0.39658076129853725,8.631297945976257,10.346303880214691,11.64262518286705,4.06121164560318,6.685096770524979,2.823326364159584,24.166657030582428,0.2740094671025872,16.615493595600128,5.553584918379784,19.908149540424347,4.364579543471336,5.006575584411621,59.0,0.48682060837745667,125.0,72.0,8.0,21.0,150.0,371.0,171.0,0.0,1139.0,425.0,5.0,5.0,11.0,56.0,12.0,101.49373333333332,34.428955078125,113846.78125,0.7684771418571472,1.0
99,2026-06-24T19:00:00Z,Group B,First Stage,43834,Qatar,QAT,4-1-2-3,400021448,52,151618,97',1.0,9.0,14.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,6.0,3.0,4.0,1.0,13.0,6.0,5.917687892913818,21.052518844604492,0.0,8.0,6.0,5.0,18.0,8.0,264.0,37.0,9.0,0.0,15513.830078125,1527.969970703125,43773.5078125,5370.64013671875,43857.69140625,200.0,272.0,6.0,3.0,8.0,16.0,9.0,44.0,42.0,14.0,8.0,10.0,20.0,17.0,0.6000000238418579,4.0,3.0,9.0,1.0,3.0,,0.0,1.0,0.0,1.0,1.0,0.0,209.0,24.0,19.0,84.0,51.0,36.0,41.0,113.0,38.0,14.0,6.0,13.0,1.0,87.0,48.0,33.0,43.0,129.0,8.0,7.0,0.0,60.0,1.0,0.0,0.0,0.0,83.0,149.0,101.0,201.0,132.0,333.0,3.0,1.0,457.0,388.0,0.0,0.0,10.346303880214691,15.981847047805786,33.17104876041412,1.6195917502045631,8.168947696685791,9.867258369922638,15.975730121135712,7.8874364495277405,5.34253902733326,4.897919297218323,19.249579310417175,0.24760612286627293,29.363414645195007,3.705872595310211,17.969638109207153,3.817860409617424,8.195818960666656,41.0,0.42569395899772644,140.0,73.0,14.0,15.0,172.0,281.0,187.0,0.0,1349.0,413.0,5.0,5.0,4.0,44.0,18.0,101.49373333333332,33.44611740112305,110043.640625,1.1653871536254883,1.0
100,2026-06-24T22:00:00Z,Group C,First Stage,43967,Scotland,SCO,4-2-3-1,400021455,49,151624,97',0.0,14.0,21.0,9.0,4.0,0.0,1.0,5.0,1.0,3.0,4.0,0.0,0.0,10.0,4.0,2.0,5.0,4.0,1.0,15.0,4.0,5.999672889709473,23.30157470703125,0.0,10.0,3.0,7.0,24.0,10.0,241.0,34.0,10.0,0.0,12461.939453125,1714.489990234375,48383.1015625,4425.89990234375,46259.80859375,177.0,235.0,6.0,7.0,12.0,16.0,16.0,47.0,33.0,10.0,10.0,11.0,30.0,27.0,0.625,5.0,5.0,11.0,0.0,3.0,,0.0,0.0,0.0,3.0,1.0,0.0,168.0,8.0,15.0,73.0,55.0,44.0,50.0,113.0,12.0,7.0,3.0,3.0,1.0,83.0,51.0,39.0,59.0,66.0,3.0,8.0,1.0,40.0,1.0,0.0,0.0,0.0,70.0,146.0,141.0,201.0,156.0,357.0,0.0,0.0,520.0,466.0,0.0,0.0,5.788198485970497,15.45165330171585,47.14723825454712,0.45814146287739277,5.679454654455185,9.233687818050385,11.578693240880966,5.02561442553997,2.270626276731491,3.4871570765972137,29.224443435668945,0.44584390707314014,31.374701857566833,1.9547801464796066,15.475766360759735,4.454587399959564,5.448324233293533,49.0,0.4297011196613312,163.0,80.0,6.0,20.0,147.0,369.0,167.0,0.0,1092.0,345.0,5.0,5.0,2.0,49.0,16.0,102.90988333333334,34.29528045654297,113245.2421875,0.6854901909828186,1.0
101,2026-06-24T22:00:00Z,Group C,First Stage,43924,Brazil,BRA,4-3-3,400021455,49,151624,97',3.0,21.0,14.0,5.0,5.0,3.0,1.0,3.0,0.0,3.0,11.0,0.0,0.0,14.0,8.0,7.0,9.0,7.0,1.0,20.0,0.0,5.8663153648376465,19.236879348754883,1.0,14.0,0.0,6.0,13.0,4.0,227.0,24.0,10.0,0.0,12418.8603515625,1993.52001953125,44576.859375,4202.43017578125,47491.78125,190.0,252.0,11.0,10.0,10.0,25.0,18.0,50.0,28.0,11.0,10.0,10.0,16.0,16.0,1.0,5.0,5.0,4.0,3.0,0.0,,0.0,3.0,0.0,1.0,0.0,0.0,165.0,4.0,14.0,56.0,45.0,34.0,38.0,122.0,18.0,9.0,3.0,6.0,8.0,91.0,68.0,53.0,65.0,70.0,2.0,9.0,4.0,42.0,1.0,0.0,0.0,0.0,88.0,146.0,149.0,222.0,161.0,383.0,1.0,0.0,615.0,571.0,0.0,0.0,9.233687818050385,13.363762199878693,48.73661398887634,1.6755256801843643,4.124421626329422,5.788198485970497,14.04263973236084,8.222433924674988,4.506780207157135,1.1093135923147202,25.008323788642883,1.001251582056284,27.963852882385254,2.353859692811966,18.056197464466095,1.633923128247261,3.5109005868434906,51.0,0.5105892419815063,166.0,98.0,12.0,13.0,132.0,499.0,145.0,0.0,1090.0,344.0,5.0,5.0,10.0,51.0,10.0,102.90988333333334,34.19873046875,110683.4453125,3.7831363677978516,2.0
102,2026-06-24T22:00:00Z,Group C,First Stage,43872,Morocco,MAR,4-2-3-1,400021452,50,151623,99',3.0,22.0,9.0,2.0,4.0,0.0,2.0,5.0,2.0,4.0,6.0,0.0,1.0,15.0,8.0,5.0,11.0,7.0,3.0,39.0,10.0,5.906345367431641,11.4056396484375,0.0,23.0,8.0,9.0,31.0,12.0,172.0,57.0,18.0,0.0,14902.0205078125,2752.33984375,43402.1484375,6779.4296875,43337.5390625,291.0,394.0,10.0,5.0,2.0,15.0,22.0,68.0,38.0,10.0,18.0,18.0,13.0,13.0,0.5,2.0,1.0,3.0,4.0,2.0,,0.0,4.0,0.0,4.0,0.0,0.0,192.0,11.0,17.0,81.0,72.0,50.0,53.0,157.0,26.0,19.0,8.0,13.0,2.0,85.0,66.0,43.0,55.0,126.0,10.0,12.0,1.0,104.0,1.0,0.0,0.0,0.0,153.0,200.0,163.0,269.0,247.0,516.0,5.0,1.0,557.0,495.0,0.0,0.0,10.612035542726517,16.30171090364456,35.22597253322601,2.019813470542431,14.6532341837883,22.74240553379059,19.818751513957977,3.3988114446401596,10.027364641427994,1.139217521995306,5.160964280366898,0.17778397304937243,21.801196038722992,5.873843282461166,20.847894251346588,5.17316497862339,9.083817154169083,62.0,0.6006405353546143,193.0,114.0,22.0,25.0,257.0,312.0,282.0,0.0,1274.0,528.0,5.0,5.0,13.0,71.0,25.0,103.18876666666667,34.38883590698242,111173.484375,2.1202456951141357,1.0
103,2026-06-24T22:00:00Z,Group C,First Stage,43908,Haiti,HAI,4-4-2,400021452,50,151623,99',1.0,9.0,22.0,11.0,3.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,5.0,2.0,32.0,1.0,5.724727153778076,15.410603523254395,0.0,19.0,1.0,1.0,3.0,2.0,331.0,50.0,10.0,0.0,14321.4501953125,2498.699951171875,41828.8515625,5876.89990234375,43005.44921875,96.0,148.0,6.0,5.0,3.0,9.0,3.0,28.0,50.0,18.0,10.0,15.0,29.0,27.0,0.6363636255264282,9.0,7.0,8.0,2.0,4.0,,0.0,0.0,1.0,1.0,5.0,0.0,117.0,6.0,22.0,51.0,30.0,15.0,23.0,65.0,10.0,3.0,2.0,4.0,0.0,56.0,32.0,17.0,28.0,63.0,1.0,14.0,0.0,39.0,1.0,0.0,0.0,0.0,37.0,85.0,43.0,80.0,85.0,165.0,0.0,0.0,265.0,212.0,0.0,0.0,22.74240553379059,11.329370737075806,28.59707474708557,1.9103063270449638,7.23392441868782,10.612035542726517,7.385006546974182,2.793540805578232,6.049821898341179,7.690028101205826,19.863635301589966,0.7224305998533964,33.20509195327759,4.6370211988687515,13.60047459602356,4.41366620361805,6.680843234062195,38.0,0.31491735577583313,51.0,54.0,1.0,19.0,98.0,167.0,117.0,0.0,1236.0,446.0,5.0,5.0,13.0,29.0,15.0,103.18876666666667,33.85331344604492,107531.3515625,0.6743919849395752,2.0
104,2026-06-25T01:00:00Z,Group A,First Stage,43995,Czechia,CZE,5-2-3,400021444,53,151611,97',0.0,13.0,11.0,5.0,3.0,2.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,6.0,1.0,8.0,1.0,7.0,0.0,18.0,4.0,6.088870525360107,17.59011459350586,0.0,8.0,3.0,5.0,20.0,4.0,213.0,27.0,13.0,0.0,15724.259765625,1625.280029296875,46676.859375,5280.97998046875,42297.109375,162.0,229.0,10.0,5.0,1.0,13.0,17.0,45.0,38.0,9.0,12.0,13.0,18.0,15.0,0.4000000059604645,3.0,2.0,11.0,0.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,163.0,10.0,19.0,64.0,47.0,33.0,35.0,100.0,15.0,6.0,1.0,2.0,3.0,84.0,47.0,31.0,52.0,89.0,3.0,11.0,2.0,64.0,1.0,0.0,0.0,0.0,74.0,120.0,88.0,144.0,138.0,282.0,1.0,0.0,423.0,352.0,0.0,0.0,9.749901294708252,11.016016453504562,42.878103256225586,0.2907174173742533,7.165574282407761,11.700019240379333,14.035946130752563,4.383990541100502,6.634700298309326,5.106573924422264,19.195860624313354,0.13577649369835854,23.907671868801117,4.206624999642372,21.530748903751373,4.561356455087662,8.519107103347778,45.0,0.44708603620529175,93.0,70.0,7.0,16.0,105.0,310.0,121.0,0.0,1330.0,401.0,5.0,5.0,6.0,47.0,20.0,100.11358333333334,32.99546813964844,111604.4921875,0.4430007040500641,0.0
105,2026-06-25T01:00:00Z,Group A,First Stage,43911,Mexico,MEX,4-1-2-3,400021444,53,151611,97',3.0,11.0,13.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,9.0,5.0,4.0,5.0,2.0,0.0,14.0,5.0,6.246659278869629,15.174659729003906,1.0,8.0,4.0,1.0,14.0,2.0,233.0,23.0,9.0,0.0,16098.1796875,1799.0699462890625,47637.33203125,5523.8798828125,43593.08984375,208.0,270.0,11.0,3.0,3.0,11.0,15.0,50.0,35.0,13.0,10.0,10.0,16.0,14.0,1.0,1.0,1.0,11.0,3.0,0.0,,0.0,3.0,0.0,1.0,1.0,0.0,142.0,9.0,20.0,55.0,34.0,23.0,26.0,85.0,14.0,5.0,2.0,3.0,2.0,73.0,46.0,34.0,42.0,78.0,2.0,9.0,1.0,50.0,1.0,0.0,0.0,0.0,109.0,199.0,136.0,244.0,200.0,444.0,0.0,0.0,394.0,340.0,0.0,0.0,11.700019240379333,16.173304617404938,34.09702479839325,0.5198649596422911,8.580239117145538,9.749901294708252,14.662638306617737,5.02098873257637,7.7447667717933655,4.9185339361429214,14.66628611087799,0.40211379528045654,23.371507227420807,2.631400153040886,13.52015882730484,4.6786487102508545,7.840786874294281,54.0,0.46478480100631714,137.0,95.0,6.0,21.0,160.0,227.0,181.0,0.0,1375.0,444.0,5.0,5.0,2.0,53.0,20.0,100.11358333333334,32.03010177612305,114651.5546875,2.095093011856079,1.0
106,2026-06-25T01:00:00Z,Group A,First Stage,43883,South Africa,RSA,4-2-3-1,400021445,54,151612,97',1.0,13.0,8.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,1.0,5.0,2.0,7.0,4.0,8.0,2.0,21.0,5.0,6.09047794342041,24.27081298828125,1.0,12.0,5.0,4.0,7.0,1.0,321.0,37.0,9.0,0.0,13768.669921875,1886.050048828125,46958.0078125,5415.3798828125,43795.78125,134.0,192.0,7.0,3.0,9.0,9.0,7.0,26.0,40.0,7.0,9.0,9.0,13.0,10.0,1.0,2.0,2.0,12.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,154.0,9.0,23.0,62.0,33.0,21.0,30.0,83.0,12.0,2.0,0.0,2.0,1.0,80.0,48.0,36.0,47.0,76.0,2.0,10.0,0.0,44.0,1.0,0.0,0.0,0.0,58.0,88.0,43.0,100.0,89.0,189.0,3.0,0.0,345.0,279.0,0.0,0.0,15.304666757583618,11.600147187709808,33.42006504535675,1.9875045865774155,6.1242274940013885,9.729044884443283,8.961411565542221,5.663920193910599,2.3894786834716797,8.4116131067276,33.45983326435089,0.5070511717349291,29.878783226013184,1.7334811389446259,12.301360070705414,2.475043572485447,4.787945747375488,41.0,0.3027411997318268,69.0,74.0,3.0,11.0,108.0,240.0,119.0,0.0,1236.0,438.0,3.0,3.0,6.0,32.0,8.0,100.10293333333334,33.0111198425293,111823.890625,0.8882386684417725,1.0
107,2026-06-25T01:00:00Z,Group A,First Stage,43822,Korea Republic,KOR,3-4-3,400021445,54,151612,97',0.0,8.0,13.0,4.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,0.0,15.0,10.0,6.046860218048096,14.268054962158203,0.0,5.0,9.0,6.0,39.0,8.0,199.0,27.0,7.0,0.0,13240.2900390625,1909.3798828125,46362.37109375,5386.419921875,44143.08984375,286.0,372.0,8.0,5.0,7.0,33.0,29.0,71.0,28.0,9.0,7.0,10.0,18.0,15.0,0.75,3.0,3.0,5.0,0.0,1.0,,0.0,0.0,0.0,3.0,3.0,0.0,184.0,11.0,15.0,61.0,50.0,31.0,35.0,145.0,24.0,20.0,9.0,10.0,3.0,99.0,75.0,53.0,70.0,96.0,8.0,11.0,3.0,70.0,1.0,0.0,0.0,0.0,99.0,178.0,157.0,256.0,178.0,434.0,0.0,0.0,718.0,657.0,0.0,0.0,9.729044884443283,15.556171536445618,47.943273186683655,0.9000158868730068,9.359794110059738,15.304666757583618,17.681032419204712,8.458654582500458,5.742006748914719,1.3389320112764835,13.468578457832336,0.18522602040320635,15.600146353244781,4.464535042643547,18.41784119606018,5.237780138850212,4.920773208141327,59.0,0.608544647693634,167.0,105.0,16.0,9.0,231.0,499.0,240.0,0.0,1122.0,421.0,5.0,5.0,5.0,68.0,24.0,100.10293333333334,34.06005096435547,111041.546875,0.7412335872650146,1.0
108,2026-06-25T20:00:00Z,Group E,First Stage,1895293,Curaçao,CUW,5-4-1,400021468,55,151635,97',0.0,11.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,1.0,8.0,2.0,5.0,1.0,27.0,2.0,5.78913688659668,18.11922836303711,0.0,17.0,2.0,4.0,15.0,4.0,299.0,62.0,6.0,0.0,12299.5,2283.590087890625,41060.65234375,5460.9404296875,45064.5078125,173.0,244.0,6.0,7.0,5.0,13.0,7.0,40.0,43.0,11.0,6.0,7.0,9.0,7.0,0.3333333432674408,1.0,1.0,5.0,0.0,2.0,,0.0,0.0,0.0,3.0,1.0,0.0,136.0,7.0,12.0,58.0,46.0,35.0,39.0,93.0,16.0,9.0,4.0,6.0,3.0,62.0,38.0,24.0,40.0,82.0,2.0,9.0,3.0,53.0,1.0,0.0,0.0,0.0,58.0,116.0,53.0,128.0,99.0,227.0,2.0,0.0,369.0,312.0,0.0,0.0,13.017411530017853,11.371331661939621,31.84695541858673,1.3744094409048557,7.287057489156723,10.011983662843704,13.562089204788208,5.349373072385788,5.179756507277489,2.606961689889431,27.797749638557434,0.8425516076385975,25.97898244857788,4.786135628819466,18.703745305538177,1.2785767205059528,4.954297840595245,50.0,0.37948575615882874,76.0,79.0,9.0,18.0,145.0,233.0,163.0,0.0,1061.0,428.0,5.0,5.0,11.0,41.0,19.0,100.30330000000001,33.973506927490234,106169.1875,0.6640903353691101,2.0
109,2026-06-25T20:00:00Z,Group E,First Stage,43854,Côte d'Ivoire,CIV,4-1-2-3,400021468,55,151635,97',2.0,7.0,11.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,26.0,3.0,5.796319007873535,16.680683135986328,1.0,13.0,3.0,6.0,18.0,4.0,201.0,43.0,11.0,0.0,12137.330078125,2373.300048828125,43006.140625,5307.97021484375,43598.6875,258.0,332.0,1.0,6.0,10.0,13.0,18.0,55.0,44.0,6.0,11.0,13.0,20.0,17.0,1.0,3.0,2.0,6.0,2.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,200.0,11.0,14.0,74.0,57.0,44.0,49.0,135.0,27.0,9.0,3.0,13.0,3.0,99.0,69.0,55.0,71.0,101.0,5.0,8.0,1.0,67.0,1.0,0.0,0.0,0.0,81.0,97.0,72.0,148.0,102.0,250.0,1.0,0.0,644.0,574.0,0.0,0.0,10.011983662843704,15.435102581977844,39.146387577056885,0.5116150248795748,13.004028797149658,13.017411530017853,15.1650071144104,3.5276956856250763,4.318616911768913,2.095317095518112,15.689948201179504,0.8257162757217884,25.024423003196716,4.80976402759552,17.59955734014511,4.261070862412453,6.191924959421158,50.0,0.5515913963317871,84.0,129.0,12.0,33.0,197.0,433.0,230.0,0.0,1093.0,425.0,5.0,5.0,8.0,59.0,20.0,100.30330000000001,34.55971908569336,106423.4296875,0.9280735850334167,1.0
110,2026-06-25T20:00:00Z,Group E,First Stage,43927,Ecuador,ECU,4-4-2,400021466,56,151636,98',2.0,7.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,3.0,2.0,2.0,24.0,2.0,5.923141002655029,18.120323181152344,0.0,15.0,2.0,3.0,14.0,4.0,299.0,58.0,10.0,0.0,13702.7294921875,2236.93994140625,43063.3984375,6063.330078125,44767.0703125,165.0,243.0,6.0,8.0,3.0,19.0,17.0,42.0,49.0,15.0,10.0,10.0,15.0,13.0,0.6666666865348816,2.0,2.0,5.0,2.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,147.0,10.0,20.0,45.0,24.0,11.0,15.0,78.0,23.0,7.0,2.0,9.0,4.0,79.0,47.0,31.0,45.0,76.0,2.0,11.0,3.0,35.0,1.0,0.0,0.0,0.0,56.0,85.0,111.0,130.0,122.0,252.0,0.0,0.0,389.0,325.0,0.0,0.0,19.776837527751923,12.595382332801819,36.636561155319214,2.9183657839894295,11.084694415330887,14.258997142314911,12.283905595541,3.711477667093277,4.671428352594376,5.901778861880302,28.247418999671936,0.5590593442320824,19.361160695552826,4.050693288445473,10.017262399196625,3.7174463272094727,5.425183102488518,43.0,0.3921029567718506,103.0,85.0,8.0,24.0,168.0,219.0,192.0,0.0,1174.0,474.0,5.0,5.0,12.0,41.0,18.0,101.07641666666666,33.86237335205078,109833.46875,1.2920860052108765,3.0
111,2026-06-25T20:00:00Z,Group E,First Stage,43948,Germany,GER,4-2-3-1,400021466,56,151636,98',1.0,11.0,7.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,6.0,3.0,5.0,3.0,5.0,0.0,25.0,3.0,6.183053493499756,15.872239112854004,0.0,11.0,1.0,2.0,16.0,4.0,231.0,41.0,15.0,0.0,16344.76953125,2542.22998046875,46352.140625,6333.8701171875,42937.15234375,248.0,334.0,11.0,9.0,5.0,16.0,20.0,54.0,51.0,10.0,14.0,15.0,30.0,17.0,0.3333333432674408,1.0,1.0,2.0,1.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,188.0,9.0,19.0,83.0,65.0,52.0,55.0,129.0,13.0,4.0,0.0,4.0,0.0,92.0,60.0,47.0,64.0,87.0,4.0,9.0,0.0,65.0,1.0,0.0,0.0,0.0,73.0,165.0,102.0,189.0,151.0,340.0,0.0,0.0,612.0,537.0,0.0,0.0,14.258997142314911,14.873763918876648,39.440542459487915,0.9748721495270729,13.015685975551605,19.776837527751923,14.285856485366821,4.67463918030262,3.6513973027467728,2.711736224591732,33.139026165008545,0.22266143932938576,10.849115252494812,2.775762416422367,16.70612543821335,6.455930322408676,4.717187583446503,56.0,0.5123492479324341,123.0,105.0,5.0,31.0,177.0,431.0,208.0,0.0,1412.0,472.0,5.0,5.0,5.0,59.0,21.0,101.07641666666666,33.683467864990234,114510.15625,0.7445650100708008,1.0
